type,air_temp_k,process_temp_k,rot_speed_rpm,torque_nm,tool_wear_min,machine_failure,TWF,HDF,PWF,OSF,RNF,failure_type,temp_diff_k,power_w,wear_torque,rule_hdf,rule_pwf,rule_osf,rule_twf
1,0.38043478260869534,0.3580246913580325,0.250291036088475,0.42994505494505497,0.20553359683794464,0,0,0,0,0,0,NORMAL,9.800000000000011,5873.7101207106925,1825.2,False,False,False,False
0,0.38043478260869534,0.3580246913580325,0.1938300349243307,0.4285714285714286,0.21739130434782608,0,0,0,0,0,0,NORMAL,9.800000000000011,5501.452335211326,1925.0,False,False,False,False
0,0.38043478260869534,0.3456790123456841,0.1641443538998837,0.6456043956043955,0.225296442687747,0,0,0,0,0,0,NORMAL,9.699999999999989,7713.657162114138,2895.6,False,False,False,False
0,0.38043478260869534,0.3580246913580325,0.3271245634458674,0.30357142857142855,0.23320158102766797,0,0,0,0,0,0,NORMAL,9.800000000000011,4692.178067646595,1528.1,False,False,False,False
1,0.38043478260869534,0.3580246913580325,0.23457508731082655,0.41071428571428575,0.24110671936758893,0,0,0,0,0,0,NORMAL,9.800000000000011,5544.1465793736115,2055.7000000000003,False,False,False,False
0,0.3913043478260789,0.3703703703703738,0.15715948777648436,0.657967032967033,0.25296442687747034,0,0,0,0,0,0,NORMAL,9.800000000000011,7785.348306469058,3308.8,False,False,False,False
1,0.38043478260869534,0.3456790123456841,0.1990686845168801,0.4793956043956044,0.2608695652173913,0,0,0,0,0,0,NORMAL,9.699999999999989,6119.508329927558,2554.2000000000003,False,False,False,False
0,0.3913043478260789,0.3703703703703738,0.12863795110593723,0.5645604395604394,0.2727272727272727,0,0,0,0,0,0,NORMAL,9.800000000000011,6530.962719768213,3098.1,False,False,False,False
0,0.38043478260869534,0.3703703703703738,0.18742724097788133,0.4093406593406594,0.28063241106719367,0,0,0,0,0,0,NORMAL,9.899999999999977,5242.689820310647,2385.6,False,False,False,False
0,0.3913043478260789,0.3703703703703738,0.3265424912689173,0.31318681318681324,0.2885375494071146,0,0,0,0,0,0,NORMAL,9.800000000000011,4816.208145610321,1941.8000000000002,False,False,False,False
0,0.4021739130434767,0.3827160493827222,0.19033760186263105,0.4752747252747253,0.2964426877470355,0,0,0,0,0,0,NORMAL,9.800000000000011,6011.7517019094275,2880.0,False,False,False,False
0,0.3913043478260789,0.3827160493827222,0.06577415599534342,0.6881868131868131,0.3043478260869565,0,0,0,0,0,0,NORMAL,9.900000000000034,7230.469740016516,4150.3,False,False,False,False
2,0.3913043478260789,0.3703703703703738,0.10768335273573926,0.6085164835164835,0.31225296442687744,0,0,0,0,0,0,NORMAL,9.800000000000011,6815.088359358874,3799.9,False,False,False,False
0,0.4130434782608674,0.3827160493827222,0.15192083818393487,0.635989010989011,0.3320158102766798,0,0,0,0,0,0,NORMAL,9.699999999999989,7497.190956306291,4208.400000000001,False,False,False,False
0,0.4130434782608674,0.3827160493827222,0.14260768335273577,0.5260989010989011,0.33992094861660077,0,0,0,0,0,0,NORMAL,9.699999999999989,6229.495488729736,3620.6,False,False,False,False
0,0.4130434782608674,0.3827160493827222,0.19441210710128065,0.4739010989010988,0.34782608695652173,0,0,0,0,0,0,NORMAL,9.699999999999989,6024.171464866619,3370.3999999999996,False,False,False,False
2,0.4130434782608674,0.3827160493827222,0.22409778812572767,0.39560439560439564,0.3557312252964427,0,0,0,0,0,0,NORMAL,9.699999999999989,5301.730818247111,2934.0,False,False,False,False
2,0.4239130434782581,0.3950617283950635,0.3166472642607684,0.31043956043956045,0.37549407114624506,0,0,0,0,0,0,NORMAL,9.699999999999989,4732.997828192238,2508.0,False,False,False,False
0,0.4347826086956488,0.4074074074074119,0.359720605355064,0.27060439560439564,0.3952569169960474,0,0,0,0,0,0,NORMAL,9.699999999999989,4395.19284212724,2350.0,False,False,False,False
0,0.4239130434782581,0.4074074074074119,0.4557625145518044,0.24175824175824173,0.40316205533596833,0,0,0,0,0,0,NORMAL,9.800000000000011,4372.196383902962,2182.7999999999997,False,False,False,False
1,0.4239130434782581,0.4074074074074119,0.21711292200232835,0.4464285714285714,0.4110671936758893,0,0,0,0,0,0,NORMAL,9.800000000000011,5857.845077810063,3775.2,False,False,False,False
0,0.4239130434782581,0.4197530864197603,0.25436554132712463,0.4189560439560439,0.4229249011857707,0,0,0,0,0,0,NORMAL,9.900000000000034,5764.979598969949,3670.1,False,False,False,False
0,0.4239130434782581,0.4197530864197603,0.23864959254947615,0.4711538461538462,0.43083003952569165,0,0,0,0,0,0,NORMAL,9.900000000000034,6295.94017335316,4152.900000000001,False,False,False,False
1,0.4347826086956488,0.4320987654321016,0.15832363213038425,0.4629120879120879,0.4387351778656126,0,0,0,0,0,0,NORMAL,9.899999999999977,5654.8667764616275,4162.5,False,False,False,False
0,0.44565217391303946,0.4320987654321016,0.18684516880093138,0.5288461538461537,0.450592885375494,0,0,0,0,0,0,NORMAL,9.800000000000011,6595.742360285234,4822.2,False,False,False,False
0,0.44565217391303946,0.44444444444444997,0.11525029103608853,0.6126373626373626,0.458498023715415,0,0,0,0,0,0,NORMAL,9.900000000000034,6923.483777883233,5614.4,False,False,False,False
0,0.4347826086956488,0.4320987654321016,0.21711292200232835,0.4587912087912089,0.46640316205533594,0,0,0,0,0,0,NORMAL,9.899999999999977,6003.080906185521,4389.6,False,False,False,False
2,0.4347826086956488,0.4197530864197603,0.22351571594877773,0.5068681318681318,0.4743083003952569,0,0,0,0,0,0,NORMAL,9.800000000000011,6614.769939790477,4884.0,False,False,False,False
0,0.4347826086956488,0.4197530864197603,0.17753201396973228,0.5013736263736263,0.49407114624505927,0,0,0,0,0,0,NORMAL,9.800000000000011,6216.363631437731,5037.5,False,False,False,False
0,0.4347826086956488,0.4197530864197603,0.2112922002328289,0.46840659340659335,0.5019762845849802,0,0,0,0,0,0,NORMAL,9.800000000000011,6076.353318842746,4813.3,False,False,False,False
0,0.4347826086956488,0.4320987654321016,0.19965075669383003,0.4587912087912089,0.5098814229249011,0,0,0,0,0,0,NORMAL,9.899999999999977,5886.2136594719805,4798.8,False,False,False,False
1,0.4347826086956488,0.4197530864197603,0.16356228172293374,0.6057692307692307,0.5177865612648221,0,0,0,0,0,0,NORMAL,9.800000000000011,7268.294515565736,6274.9,False,False,False,False
1,0.44565217391303946,0.4197530864197603,0.15832363213038425,0.6346153846153846,0.5296442687747035,0,0,0,0,0,0,NORMAL,9.700000000000045,7539.822368615503,6700.0,False,False,False,False
1,0.4239130434782581,0.4074074074074119,0.41501746216530855,0.2760989010989011,0.541501976284585,0,0,0,0,0,0,NORMAL,9.800000000000011,4707.770839183911,3274.2999999999997,False,False,False,False
0,0.4347826086956488,0.4074074074074119,0.16239813736903386,0.6401098901098901,0.5533596837944663,0,0,0,0,0,1,RNF,9.699999999999989,7637.086077170644,7056.0,False,False,False,False
1,0.44565217391303946,0.4197530864197603,0.09196740395809089,0.7994505494505494,0.5612648221343873,0,0,0,0,0,0,NORMAL,9.700000000000045,8609.22050789747,8804.0,False,False,False,False
0,0.44565217391303946,0.4320987654321016,0.2555296856810245,0.38324175824175827,0.5731225296442687,0,0,0,0,0,0,NORMAL,9.800000000000011,5334.623293330196,4596.5,False,False,False,False
0,0.4347826086956488,0.4197530864197603,0.22293364377182778,0.4848901098901099,0.5810276679841897,0,0,0,0,0,0,NORMAL,9.800000000000011,6350.635301452159,5747.7,False,False,False,False
0,0.4347826086956488,0.4197530864197603,0.190919674039581,0.4587912087912089,0.5889328063241106,0,0,0,0,0,0,NORMAL,9.800000000000011,5827.78003611521,5542.8,False,False,False,False
0,0.4347826086956488,0.4197530864197603,0.18917345750873116,0.46978021978021983,0.5968379446640316,0,0,0,0,0,0,NORMAL,9.800000000000011,5941.170586958777,5738.0,False,False,False,False
0,0.44565217391303946,0.4197530864197603,0.07916181606519213,0.6414835164835164,0.6047430830039525,0,0,0,0,0,0,NORMAL,9.700000000000045,6896.005314139835,7726.5,False,False,False,False
1,0.4347826086956488,0.4074074074074119,0.14668218859138538,0.5192307692307692,0.6126482213438734,0,0,0,0,0,0,NORMAL,9.699999999999989,6186.0053744285415,6448.0,False,False,False,False
0,0.44565217391303946,0.4197530864197603,0.34807916181606513,0.28571428571428575,0.6245059288537549,0,0,0,0,0,0,NORMAL,9.700000000000045,4549.403153516451,3886.8,False,False,False,False
0,0.46739130434782794,0.4320987654321016,0.1641443538998837,0.5398351648351648,0.6324110671936758,0,0,0,0,0,0,NORMAL,9.599999999999966,6544.4610962031375,6896.0,False,False,False,False
2,0.45652173913043015,0.4320987654321016,0.40977881257275917,0.25824175824175827,0.6403162055335968,0,0,0,0,0,0,NORMAL,9.699999999999989,4430.39962379847,3661.2000000000003,False,False,False,False
0,0.46739130434782794,0.4320987654321016,0.31722933643771833,0.3118131868131868,0.6600790513833992,0,0,0,0,0,0,NORMAL,9.599999999999966,4753.700923779395,4425.5,False,False,False,False
1,0.45652173913043015,0.4320987654321016,0.19150174621653093,0.5096153846153846,0.6679841897233201,0,0,0,0,0,0,NORMAL,9.699999999999989,6411.707862637944,6912.099999999999,False,False,False,False
1,0.44565217391303946,0.4197530864197603,0.10710128055878931,0.5618131868131868,0.6798418972332015,0,0,0,0,0,0,NORMAL,9.700000000000045,6328.675568803566,7688.400000000001,False,False,False,False
0,0.45652173913043015,0.4320987654321016,0.19266589057043082,0.5178571428571428,0.691699604743083,0,0,0,0,0,0,NORMAL,9.699999999999989,6514.458886361354,7262.5,False,False,False,False
0,0.45652173913043015,0.44444444444444997,0.4679860302677533,0.21291208791208793,0.6996047430830039,0,0,0,0,0,0,NORMAL,9.800000000000011,3985.5919919522025,3416.1,False,False,False,False
0,0.45652173913043015,0.44444444444444997,0.14784633294528526,0.6236263736263736,0.7075098814229248,0,0,0,0,0,0,NORMAL,9.800000000000011,7326.445395583685,8806.800000000001,False,False,False,False
0,0.45652173913043015,0.44444444444444997,0.20663562281722936,0.5178571428571428,0.7154150197628458,0,0,0,0,0,0,NORMAL,9.800000000000011,6618.759762460536,7511.5,False,False,False,False
0,0.45652173913043015,0.45679012345679126,0.2299185098952271,0.5178571428571428,0.7233201581027667,0,0,0,0,0,0,NORMAL,9.899999999999977,6792.594555959171,7594.5,False,False,False,False
0,0.44565217391303946,0.44444444444444997,0.12980209545983712,0.5879120879120879,0.7312252964426877,0,0,0,0,0,0,NORMAL,9.900000000000034,6787.997358709417,8621.0,False,False,False,False
0,0.4347826086956488,0.4197530864197603,0.3649592549476136,0.28708791208791207,0.7391304347826086,0,0,0,0,0,0,NORMAL,9.800000000000011,4642.907422862795,4618.9,False,False,False,False
0,0.4347826086956488,0.4197530864197603,0.07275902211874274,0.6854395604395604,0.7470355731225296,0,0,0,0,0,0,NORMAL,9.800000000000011,7271.121948953969,10149.300000000001,False,False,False,False
0,0.4239130434782581,0.4197530864197603,0.10302677532013971,0.7815934065934066,0.7549407114624506,1,0,0,0,1,0,OSF,9.900000000000034,8549.477887601703,11593.7,False,False,True,False
0,0.4239130434782581,0.4074074074074119,0.26018626309662407,0.41071428571428575,0.7628458498023715,0,0,0,0,0,0,NORMAL,9.800000000000011,5699.425032265043,6504.1,False,False,False,False
0,0.4239130434782581,0.3950617283950635,0.10128055878928988,0.6456043956043955,0.7707509881422925,0,0,0,0,0,0,NORMAL,9.699999999999989,7139.122697625636,9906.0,False,False,False,False
0,0.4130434782608674,0.3827160493827222,0.19441210710128065,0.5892857142857143,0.7786561264822134,0,0,0,0,0,0,NORMAL,9.699999999999989,7345.399671260344,9199.900000000001,False,False,False,False
1,0.4021739130434767,0.3703703703703738,0.2630966239813738,0.4340659340659341,0.7865612648221343,0,0,0,0,0,0,NORMAL,9.699999999999989,6005.468516602248,7044.599999999999,False,False,False,False
0,0.4021739130434767,0.3703703703703738,0.21478463329452857,0.5357142857142856,0.7984189723320158,0,0,0,0,0,0,NORMAL,9.699999999999989,6888.84248288965,8645.599999999999,False,False,False,True
0,0.4021739130434767,0.3703703703703738,0.6286379511059371,0.1785714285714286,0.8063241106719367,0,0,0,0,0,0,NORMAL,9.699999999999989,3954.8881597511186,3427.2000000000003,False,False,False,True
0,0.4021739130434767,0.3703703703703738,0.31315483119906873,0.34065934065934067,0.8142292490118577,0,0,0,0,0,0,NORMAL,9.699999999999989,5109.444403896392,5891.6,False,False,False,True
0,0.4021739130434767,0.3703703703703738,0.629802095459837,0.17582417582417587,0.8221343873517786,0,0,0,0,0,0,NORMAL,9.699999999999989,3911.2828537192922,3452.8,False,False,False,True
0,0.4021739130434767,0.3703703703703738,0.13271245634458673,0.6153846153846153,0.0,0,0,0,0,0,0,NORMAL,9.699999999999989,7104.774617946389,0.0,False,False,False,False
0,0.3913043478260789,0.3580246913580325,0.20605355064027941,0.5851648351648351,0.007905138339920948,0,0,0,0,0,0,NORMAL,9.700000000000045,7395.392882354468,92.8,False,False,False,False
0,0.3913043478260789,0.3580246913580325,0.21594877764842846,0.5714285714285714,0.015810276679841896,0,0,0,0,0,0,NORMAL,9.700000000000045,7316.832122063699,181.6,False,False,False,False
2,0.3913043478260789,0.3456790123456841,0.14377182770663566,0.6895604395604396,0.023715415019762844,0,0,0,0,0,0,NORMAL,9.600000000000023,8001.636488693202,324.0,False,False,False,False
0,0.38043478260869534,0.3456790123456841,0.1618160651920839,0.45604395604395603,0.043478260869565216,0,0,0,0,0,0,NORMAL,9.699999999999989,5602.716338412037,407.0,False,False,False,False
1,0.38043478260869534,0.3580246913580325,0.18509895227008155,0.5123626373626373,0.05138339920948616,0,0,0,0,0,0,NORMAL,9.800000000000011,6395.717156031173,534.3000000000001,False,False,False,False
0,0.4021739130434767,0.3703703703703738,0.15017462165308504,0.47802197802197804,0.06324110671936758,0,0,0,0,0,0,NORMAL,9.699999999999989,5764.1523129045045,617.6,False,False,False,False
0,0.4021739130434767,0.3703703703703738,0.16356228172293374,0.48214285714285715,0.07114624505928853,0,0,0,0,0,0,NORMAL,9.699999999999989,5902.644189050254,700.1999999999999,False,False,False,False
0,0.4130434782608674,0.3827160493827222,0.08847497089639123,0.875,0.07905138339920947,1,0,0,1,0,0,PWF,9.699999999999989,9330.530181161685,1350.0,False,True,False,False
1,0.4239130434782581,0.3950617283950635,0.16239813736903386,0.49175824175824184,0.08695652173913043,0,0,0,0,0,0,NORMAL,9.699999999999989,6000.567632062649,871.2,False,False,False,False
0,0.4347826086956488,0.4074074074074119,0.14784633294528526,0.5975274725274724,0.09881422924901186,0,0,0,0,0,0,NORMAL,9.699999999999989,7043.513561201386,1182.5,False,False,False,False
0,0.4347826086956488,0.4197530864197603,0.13445867287543656,0.6634615384615384,0.1067193675889328,0,0,0,0,0,0,NORMAL,9.800000000000011,7632.80303918625,1406.7,False,False,False,False
0,0.44565217391303946,0.4320987654321016,0.15075669383003498,0.5178571428571428,0.11462450592885375,0,0,0,0,0,0,NORMAL,9.800000000000011,6201.556258063812,1203.5,False,False,False,False
1,0.4347826086956488,0.4320987654321016,0.09662398137369044,0.5837912087912087,0.12252964426877469,0,0,0,0,0,0,NORMAL,9.899999999999977,6467.931899161689,1435.3,False,False,False,False
1,0.4347826086956488,0.4197530864197603,0.12630966239813746,0.5741758241758241,0.13438735177865613,0,0,0,0,0,0,NORMAL,9.800000000000011,6613.680854337232,1550.4,False,False,False,False
0,0.44565217391303946,0.4320987654321016,0.22351571594877773,0.4615384615384615,0.14624505928853754,0,0,0,0,0,0,NORMAL,9.800000000000011,6078.4372419696265,1383.8,False,False,False,False
2,0.44565217391303946,0.44444444444444997,0.21303841676367874,0.4629120879120879,0.1541501976284585,0,0,0,0,0,0,NORMAL,9.900000000000034,6024.003913258428,1462.5,False,False,False,False
0,0.44565217391303946,0.44444444444444997,0.1629802095459838,0.6153846153846153,0.17391304347826086,0,0,0,0,0,0,NORMAL,9.900000000000034,7369.422383084793,2138.4,False,False,False,False
0,0.45652173913043015,0.44444444444444997,0.140279394644936,0.5618131868131868,0.1818181818181818,0,0,0,0,0,0,NORMAL,9.800000000000011,6595.4910328729475,2056.2000000000003,False,False,False,False
0,0.44565217391303946,0.4320987654321016,0.26367869615832373,0.4217032967032967,0.18972332015810275,0,0,0,0,0,0,NORMAL,9.800000000000011,5856.399945189412,1656.0,False,False,False,False
2,0.44565217391303946,0.4197530864197603,0.220605355064028,0.5096153846153846,0.1976284584980237,0,0,0,0,0,0,NORMAL,9.700000000000045,6625.859761857648,2045.0,False,False,False,False
0,0.44565217391303946,0.4197530864197603,0.45925494761350405,0.2513736263736264,0.21739130434782608,0,0,0,0,0,0,NORMAL,9.700000000000045,4529.09799299875,1215.5,False,False,False,False
0,0.44565217391303946,0.4197530864197603,0.729336437718277,0.14285714285714285,0.225296442687747,0,0,0,0,0,0,NORMAL,9.700000000000045,3600.076685454687,809.4,False,False,False,False
1,0.4347826086956488,0.4197530864197603,0.23457508731082655,0.4739010989010988,0.23320158102766797,0,0,0,0,0,0,NORMAL,9.800000000000011,6300.914361721344,2259.7,False,False,False,False
0,0.4347826086956488,0.4197530864197603,0.2712456344586729,0.4532967032967033,0.24505928853754938,0,0,0,0,0,0,NORMAL,9.800000000000011,6296.924539051285,2281.6,False,False,False,False
0,0.4347826086956488,0.4074074074074119,0.20256111757857975,0.4793956043956044,0.25296442687747034,0,0,0,0,0,0,NORMAL,9.699999999999989,6143.824257066343,2476.8,False,False,False,False
0,0.44565217391303946,0.4197530864197603,0.022700814901047806,0.8612637362637362,0.2608695652173913,0,0,0,0,0,0,NORMAL,9.700000000000045,8405.38350455705,4389.0,False,False,False,False
0,0.44565217391303946,0.4197530864197603,0.29220023282887087,0.4409340659340659,0.26877470355731226,0,0,0,0,0,0,NORMAL,9.700000000000045,6278.263478688962,2441.2,False,False,False,False
1,0.44565217391303946,0.4197530864197603,0.17054714784633296,0.6153846153846153,0.27667984189723316,0,0,0,0,0,0,NORMAL,9.700000000000045,7435.584324369394,3402.0,False,False,False,False
0,0.44565217391303946,0.4320987654321016,0.23341094295692666,0.5082417582417581,0.2885375494071146,0,0,0,0,0,0,NORMAL,9.800000000000011,6703.656067936044,2978.3999999999996,False,False,False,False
0,0.44565217391303946,0.4320987654321016,0.2258440046565775,0.43818681318681324,0.2964426877470355,0,0,0,0,0,0,NORMAL,9.800000000000011,5817.098621093005,2677.5,False,False,False,False
1,0.45652173913043015,0.44444444444444997,0.19674039580908043,0.5178571428571428,0.3043478260869565,0,0,0,0,0,0,NORMAL,9.800000000000011,6544.8799752236155,3195.5,False,False,False,False
1,0.46739130434782794,0.45679012345679126,0.27590221187427244,0.36401098901098905,0.3162055335968379,0,0,0,0,0,0,NORMAL,9.799999999999955,5210.080088566384,2424.0,False,False,False,False
1,0.46739130434782794,0.45679012345679126,0.06693830034924331,0.8008241758241758,0.32806324110671936,0,0,0,0,0,0,NORMAL,9.799999999999955,8343.47318533031,5154.3,False,False,False,False
2,0.4782608695652115,0.46913580246913966,0.12048894062863802,0.5906593406593406,0.33992094861660077,0,0,0,0,0,0,NORMAL,9.800000000000011,6738.7162419501055,4024.7999999999997,False,False,False,False
0,0.4782608695652115,0.45679012345679126,0.13445867287543656,0.49587912087912084,0.35968379446640314,0,0,0,0,0,0,NORMAL,9.699999999999989,5845.4672027549195,3630.9,False,False,False,False
0,0.4782608695652115,0.45679012345679126,0.280558789289872,0.35714285714285715,0.3675889328063241,0,0,0,0,0,0,NORMAL,9.699999999999989,5149.07035923367,2771.4,False,False,False,False
1,0.4891304347826093,0.48148148148148806,0.10360884749708965,0.6785714285714286,0.37549407114624506,0,0,0,0,0,0,NORMAL,9.800000000000011,7498.688448804501,5054.0,False,False,False,False
2,0.4999999999999929,0.48148148148148806,0.14086146682188594,0.6510989010989011,0.38735177865612647,0,0,0,0,0,0,NORMAL,9.700000000000045,7559.928561598478,5017.6,False,False,False,False
0,0.5108695652173907,0.49382716049382935,0.2433061699650757,0.467032967032967,0.40711462450592883,0,0,0,0,0,0,NORMAL,9.699999999999989,6278.033095227698,3893.3999999999996,False,False,False,False
0,0.5108695652173907,0.5061728395061778,0.11874272409778819,0.49175824175824184,0.4150197628458498,0,0,0,0,0,0,NORMAL,9.800000000000011,5689.5499593572595,4158.0,False,False,False,False
2,0.5108695652173907,0.49382716049382935,0.21012805587892902,0.5302197802197801,0.4229249011857707,0,0,0,0,0,0,NORMAL,9.699999999999989,6788.939836505495,4536.8,False,False,False,False
1,0.5108695652173907,0.49382716049382935,0.2817229336437719,0.34065934065934067,0.4426877470355731,0,0,0,0,0,0,NORMAL,9.699999999999989,4947.71521408959,3203.2000000000003,False,False,False,False
0,0.5217391304347814,0.5061728395061778,0.21187427240977885,0.49450549450549447,0.45454545454545453,0,0,0,0,0,0,NORMAL,9.699999999999989,6385.140460764086,4577.0,False,False,False,False
0,0.5108695652173907,0.49382716049382935,0.22467986030267761,0.3873626373626374,0.4624505928853755,0,0,0,0,0,0,NORMAL,9.699999999999989,5207.5039825904405,3744.0,False,False,False,False
2,0.4999999999999929,0.48148148148148806,0.1711292200232829,0.6483516483516483,0.4703557312252964,0,0,0,0,0,0,NORMAL,9.700000000000045,7808.1143812320715,6069.0,False,False,False,False
0,0.4999999999999929,0.48148148148148806,0.05005820721769505,0.7898351648351647,0.49011857707509876,0,0,0,0,0,0,NORMAL,9.700000000000045,8049.82851999927,7601.2,False,False,False,False
0,0.4999999999999929,0.48148148148148806,0.07334109429569269,0.6304945054945055,0.4980237154150197,0,0,0,0,0,0,NORMAL,9.700000000000045,6734.715947304535,6262.200000000001,False,False,False,False
0,0.4891304347826093,0.46913580246913966,0.33236321303841676,0.32554945054945056,0.5059288537549407,0,0,0,0,0,0,NORMAL,9.699999999999989,5007.960489209929,3520.0,False,False,False,False
1,0.4891304347826093,0.45679012345679126,0.14202561117578583,0.6043956043956044,0.5138339920948616,0,0,0,0,0,0,NORMAL,9.599999999999966,7067.9132641442675,6214.0,False,False,False,False
1,0.4999999999999929,0.46913580246913966,0.11874272409778819,0.7197802197802198,0.525691699604743,0,0,0,0,0,0,NORMAL,9.600000000000023,8074.563326158534,7474.6,False,False,False,False
2,0.4891304347826093,0.46913580246913966,0.14668218859138538,0.5892857142857143,0.5375494071146245,0,0,0,0,0,0,NORMAL,9.699999999999989,6944.385841005118,6351.200000000001,False,False,False,False
0,0.4891304347826093,0.46913580246913966,0.2176949941792783,0.5013736263736263,0.5573122529644269,0,0,0,0,0,0,NORMAL,9.699999999999989,6507.5578544989685,5682.299999999999,False,False,False,False
1,0.4891304347826093,0.45679012345679126,0.13562281722933645,0.6085164835164835,0.5652173913043478,0,0,0,0,0,0,NORMAL,9.599999999999966,7056.865329979145,6878.3,False,False,False,False
0,0.4891304347826093,0.45679012345679126,0.1990686845168801,0.5315934065934066,0.5770750988142292,0,0,0,0,0,0,NORMAL,9.599999999999966,6720.390284804165,6205.0,False,False,False,False
2,0.4999999999999929,0.46913580246913966,0.220605355064028,0.4766483516483517,0.5849802371541502,0,0,0,0,0,0,NORMAL,9.600000000000023,6237.056255049376,5698.0,False,False,False,False
1,0.4891304347826093,0.46913580246913966,0.1658905704307334,0.5412087912087912,0.6047430830039525,0,0,0,0,0,0,NORMAL,9.699999999999989,6573.217140958996,6609.6,False,False,False,False
0,0.4891304347826093,0.45679012345679126,0.13969732246798605,0.5741758241758241,0.616600790513834,0,0,0,0,0,0,NORMAL,9.599999999999966,6723.510933506732,7113.6,False,False,False,False
0,0.4891304347826093,0.45679012345679126,0.15599534342258448,0.6565934065934066,0.6245059288537549,0,0,0,0,0,0,NORMAL,9.599999999999966,7759.482526954502,8152.8,False,False,False,False
1,0.4999999999999929,0.46913580246913966,0.24097788125727593,0.47252747252747257,0.6324110671936758,0,0,0,0,0,0,NORMAL,9.600000000000023,6328.466129293327,6112.0,False,False,False,False
0,0.4999999999999929,0.48148148148148806,0.06519208381839359,0.7623626373626373,0.6442687747035573,0,0,0,0,0,0,NORMAL,9.700000000000045,7948.648292602655,9665.9,False,False,False,False
0,0.4999999999999929,0.46913580246913966,0.48894062863795107,0.228021978021978,0.6521739130434783,0,0,0,0,0,0,NORMAL,9.600000000000023,4289.656272917647,3365.9999999999995,False,False,False,False
0,0.4999999999999929,0.46913580246913966,0.3515715948777648,0.27060439560439564,0.6600790513833992,0,0,0,0,0,0,NORMAL,9.600000000000023,4360.740042692872,3924.5,False,False,False,False
0,0.4999999999999929,0.46913580246913966,0.3556461001164145,0.30631868131868134,0.6679841897233201,0,0,0,0,0,0,NORMAL,9.600000000000023,4862.33719774053,4410.900000000001,False,False,False,False
0,0.4999999999999929,0.46913580246913966,0.23224679860302677,0.43543956043956045,0.6758893280632411,0,0,0,0,0,0,NORMAL,9.600000000000023,5825.402897673994,6070.5,False,False,False,False
1,0.4891304347826093,0.45679012345679126,0.3393480791618161,0.3186813186813187,0.683794466403162,0,0,0,0,0,0,NORMAL,9.599999999999966,4950.835862792154,4671.0,False,False,False,False
0,0.4999999999999929,0.46913580246913966,0.10535506402793948,0.6524725274725274,0.6956521739130435,0,0,0,0,0,0,NORMAL,9.600000000000023,7246.994517374398,9028.8,False,False,False,False
1,0.5108695652173907,0.46913580246913966,0.1495925494761351,0.5082417582417581,0.7035573122529644,0,0,0,0,0,0,NORMAL,9.5,6088.406562657018,7262.4,False,False,False,False
0,0.5108695652173907,0.45679012345679126,0.13213038416763678,0.559065934065934,0.7154150197628458,0,0,0,0,0,0,NORMAL,9.399999999999977,6500.740598440679,8054.5,False,False,False,False
2,0.4891304347826093,0.44444444444444997,0.2485448195576252,0.38873626373626374,0.7233201581027667,0,0,0,0,0,0,NORMAL,9.5,5361.59910224902,5874.3,False,False,False,False
0,0.4891304347826093,0.44444444444444997,0.07159487776484286,0.7225274725274724,0.7430830039525691,0,0,0,0,0,0,NORMAL,9.5,7624.896697674714,10603.199999999999,False,False,False,False
1,0.4999999999999929,0.45679012345679126,0.19848661233993015,0.5357142857142856,0.7509881422924901,0,0,0,0,0,0,NORMAL,9.5,6763.34632835425,8131.999999999999,False,False,False,False
1,0.4999999999999929,0.45679012345679126,0.18335273573923172,0.4711538461538462,0.7628458498023715,0,0,0,0,0,0,NORMAL,9.5,5916.907019697553,7353.3,False,False,False,False
0,0.4999999999999929,0.44444444444444997,0.2630966239813738,0.37500000000000006,0.7747035573122529,0,0,0,0,0,0,NORMAL,9.400000000000034,5275.9907024386985,6095.6,False,False,False,False
1,0.4999999999999929,0.45679012345679126,0.1856810244470315,0.5274725274725275,0.7826086956521738,0,0,0,0,0,0,NORMAL,9.5,6571.311241415818,8355.6,False,False,False,False
0,0.4891304347826093,0.45679012345679126,0.6332945285215367,0.16620879120879123,0.7944664031620553,0,0,0,0,0,0,NORMAL,9.599999999999966,3756.3395040442438,3195.9,False,False,False,True
2,0.4782608695652115,0.4320987654321016,0.3044237485448196,0.3282967032967033,0.8023715415019762,0,0,0,0,0,0,NORMAL,9.5,4905.146633633447,5623.099999999999,False,False,False,True
1,0.4891304347826093,0.44444444444444997,0.28812572759022126,0.4313186813186814,0.8221343873517786,0,0,0,0,0,0,NORMAL,9.5,6130.043137292596,7321.6,False,False,False,True
1,0.4891304347826093,0.44444444444444997,0.27473806752037255,0.37500000000000006,0.83399209486166,0,0,0,0,0,0,NORMAL,9.5,5341.126390123127,6562.1,False,False,False,True
2,0.4782608695652115,0.44444444444444997,0.1897555296856811,0.467032967032967,0.8458498023715414,0,0,0,0,0,0,NORMAL,9.600000000000023,5913.85967482357,8089.2,False,False,False,True
0,0.4891304347826093,0.45679012345679126,0.17403958090803262,0.5824175824175825,0.8656126482213438,0,0,0,0,0,0,NORMAL,9.599999999999966,7097.423291136989,10117.800000000001,False,False,False,True
1,0.4782608695652115,0.44444444444444997,0.13445867287543656,0.5233516483516483,0.8735177865612648,1,1,0,0,0,0,TWF,9.600000000000023,6138.473077579728,9259.9,False,False,False,True
